filepath,class,label
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1799.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\774.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\20.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2835.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5216.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3601.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2232.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2089.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1603.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2455.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4291.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5306.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1466.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\812.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\670.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5451.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\254.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3180.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\796.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3351.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3939.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4529.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2183.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\308.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1896.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4877.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1619.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2505.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3227.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4899.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4499.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5320.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3642.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3000.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5360.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\949.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4137.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1037.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2615.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1530.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4873.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3475.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6121.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1417.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2453.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4287.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3412.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1642.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5243.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\128.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2700.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5385.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\476.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5826.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4992.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2608.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2494.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4361.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4927.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4826.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1144.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4945.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\716.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1897.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3781.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\433.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4093.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3990.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4100.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4166.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3081.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4313.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\927.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1333.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2247.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3414.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4282.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1662.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2359.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3843.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3565.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3325.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1217.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4955.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\163.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\741.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5550.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\394.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1745.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5264.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1328.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\743.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1355.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5299.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2605.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5004.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1756.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1540.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4324.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5614.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5387.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4309.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5486.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2207.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\953.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1366.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1378.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5809.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1620.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4221.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5512.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4362.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5779.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2906.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2901.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4155.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2291.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3183.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2178.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\567.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2808.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6012.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5354.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\171.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5830.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3014.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2885.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5119.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2154.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1537.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1016.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\851.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\139.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4329.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3221.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1462.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5666.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4144.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1390.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5604.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3497.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4472.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\664.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5674.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1383.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3188.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\253.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\858.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1439.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3115.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\404.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\645.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3446.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\995.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5133.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\450.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\452.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1524.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\308.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\445.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5528.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4349.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1584.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4616.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\621.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4248.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\706.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5464.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2095.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2482.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4693.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5352.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4872.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2898.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5218.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3083.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\229.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2902.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\378.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4248.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\465.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2618.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5297.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2923.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1148.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1525.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1557.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4345.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\732.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1519.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5902.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3162.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4191.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1106.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5050.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\34.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4575.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\36.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4560.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5745.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3988.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5815.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1947.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2803.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3564.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\446.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4016.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\75.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1031.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3020.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5206.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\695.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2138.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5263.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1465.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3244.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5111.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1063.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3979.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5811.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\167.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2648.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1659.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5105.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4711.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6072.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3022.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5624.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3027.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3109.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\720.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3103.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\11.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4097.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\808.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6144.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2723.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4014.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1863.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3602.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5010.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3631.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1532.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5273.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2780.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\396.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4651.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4443.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2874.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3876.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4134.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\661.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2975.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2109.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3062.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4430.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4423.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4995.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4640.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3125.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1776.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1477.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1487.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\255.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2254.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4042.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3273.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5510.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5501.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1689.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4559.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5296.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4962.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\180.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1566.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5566.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2657.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1637.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3551.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1154.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4161.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2695.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3901.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4520.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\227.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4520.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5148.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3587.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3198.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2386.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2243.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5711.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1229.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4617.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\885.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5474.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\6.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6211.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4919.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1323.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5036.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5887.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2281.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\360.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4666.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3219.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4673.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3366.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\97.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3482.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4806.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\828.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\154.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3666.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4054.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\904.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5997.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3923.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5731.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4403.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2867.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1035.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\753.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4498.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4984.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4900.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2284.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3100.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\133.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4682.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\783.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3990.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3614.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3060.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2492.jpg,Benign,0
